Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
53461,0,0,1,1,1,1,-2,0,-2,0,1,-1,-1,2,0,2,-3,3,-2,0,0,0,0,0,-1,0,0,0,1,-1,-2,0,1,0,1,-1,1,2,-2,-3,-2,0,2,1,2,0,-2,-1,-1,1,0,0,0,0,-2,0,-1,0,0,3,ENFP
53462,0,0,-3,-1,-2,1,-1,0,-1,0,-2,-3,2,3,1,-1,-3,0,-1,2,0,3,0,0,-3,0,1,0,-1,-3,1,1,3,0,3,-2,-2,-1,1,-3,0,1,0,-2,0,0,-1,0,0,0,0,0,-1,0,2,1,0,0,2,0,ENFJ
53463,0,0,2,0,1,1,0,0,0,0,0,-2,0,-2,-1,2,-1,0,0,-2,0,-2,0,0,2,1,-1,0,-1,0,2,0,0,0,2,1,-3,0,-1,2,3,-1,1,1,2,0,1,0,1,0,0,0,-1,0,2,-1,1,-2,0,-2,ESTP
53464,0,0,2,2,-1,2,0,0,1,0,-1,3,3,-1,0,-1,0,3,2,2,0,2,0,0,-1,-2,1,0,-2,0,1,0,0,1,-1,1,2,-1,1,1,-1,-1,-2,3,3,1,-2,0,-1,0,0,0,-2,1,-1,0,0,0,-2,-1,ISFP
53465,0,0,-1,-2,-2,2,3,0,0,0,2,1,-1,-1,0,1,3,0,-1,3,0,1,0,0,3,-2,0,0,-2,-2,0,0,1,0,0,2,1,-1,-1,2,0,-1,-2,0,-2,0,-1,0,0,0,0,0,0,1,2,1,0,2,2,0,INFJ
53466,0,0,2,2,0,1,-1,0,1,0,-2,3,2,-1,0,1,0,1,1,1,0,1,0,0,1,-1,2,0,-1,-1,2,0,-2,0,1,1,3,0,1,0,0,0,1,1,0,1,-2,0,-2,0,0,0,-2,0,2,1,0,1,0,-1,ISFP
53467,0,1,-1,-2,0,0,3,0,0,0,1,-2,1,0,0,-1,0,1,1,-2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,-2,0,-1,2,0,-2,0,-1,0,0,0,0,0,1,1,0,-2,1,2,ISTJ
53468,0,0,-2,-3,-3,1,-3,0,2,0,-1,3,-3,2,1,-1,-1,1,0,0,0,0,0,-1,0,0,-3,0,-1,-1,0,0,1,0,0,-2,-2,1,0,-2,0,-1,0,-3,1,1,3,0,3,0,0,0,-2,1,2,0,0,-2,1,1,ISFP
53469,0,0,0,0,1,1,-3,0,-1,0,0,-1,2,-1,-1,-1,0,-1,2,0,0,-1,-1,0,-3,1,-2,0,2,-2,3,0,2,0,2,0,1,1,1,-2,0,-1,-1,-1,0,0,-2,0,2,0,0,0,0,0,2,-1,0,1,2,-1,ENTJ
53470,1,0,2,-2,-1,-1,1,1,0,0,0,-1,0,-1,1,-1,1,1,-1,-1,0,0,0,0,-1,-1,-1,0,2,0,-2,0,-1,0,-3,-2,3,2,1,-1,3,-2,0,-3,1,0,-1,0,-2,0,0,0,3,0,3,0,0,0,0,2,ISTJ
53471,0,0,3,0,-1,-1,2,0,-1,0,2,0,-2,1,0,1,1,2,0,1,0,-2,0,0,-2,1,-2,0,0,0,-1,0,-3,0,2,2,1,0,0,1,0,-2,-2,-2,-1,-1,1,0,1,1,0,0,0,0,2,1,1,2,-1,1,INFJ
53472,0,0,1,2,-2,0,-3,0,2,0,-2,1,0,-2,2,-1,3,1,-1,1,1,2,0,0,1,1,2,0,-1,-3,1,0,-2,0,-2,1,0,1,2,-2,-2,-1,-1,0,1,0,-1,0,-1,-1,0,0,0,0,-2,0,0,3,-1,-1,ISFP
53473,0,0,-1,-2,-2,1,1,0,2,0,-2,-1,0,-1,0,2,-2,-1,0,-1,0,3,1,0,0,0,0,0,0,2,-1,0,0,0,-1,-1,1,0,0,-2,2,3,-1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,INTP
53474,0,0,1,1,0,0,-1,0,1,0,2,-1,0,-2,1,0,1,0,1,-1,0,1,0,0,-1,1,-1,0,0,2,2,0,-1,0,0,1,1,0,1,0,0,-1,0,-1,-1,0,-1,0,1,0,0,0,1,0,2,0,0,0,-1,-1,ISTJ
53475,-1,0,1,0,0,-2,-2,0,-3,0,3,-1,1,1,-1,1,1,-1,-3,1,0,-1,0,0,-1,-1,1,1,1,1,1,0,-1,1,-1,-2,2,-1,1,-3,0,-2,0,1,-1,0,-2,0,0,0,0,0,0,1,3,0,0,0,0,0,ENFJ
53476,0,0,1,-1,0,0,-1,0,2,0,0,-1,-3,-3,1,2,2,0,1,-1,0,1,0,0,-1,1,-2,0,3,1,-1,0,0,0,0,0,-2,0,-1,-1,1,-2,3,2,-3,0,1,1,2,0,0,1,0,1,2,0,0,1,1,2,ISTJ
53477,0,0,1,-2,-1,1,0,0,1,1,-1,2,0,0,-1,1,0,1,-2,1,0,-1,0,0,-2,-2,0,0,1,-2,0,0,-1,0,-2,0,0,-2,-2,-1,-1,-2,0,1,-2,0,-2,0,-1,0,0,0,0,0,-2,0,0,2,2,-1,INFP
53478,0,0,3,-2,-2,1,0,0,1,0,-2,1,3,-1,0,0,2,0,-1,0,0,2,0,0,1,-2,1,0,2,-1,1,0,0,0,-3,-2,-2,-1,-2,-2,-2,-1,-1,2,-2,0,1,0,0,0,0,0,-2,0,1,0,0,1,1,1,INFP
53479,0,0,1,1,-1,2,-2,0,3,0,1,-1,0,0,1,-2,1,-1,1,1,0,1,0,0,0,0,-1,0,-1,2,-2,0,-1,-1,-1,0,-2,0,-1,-1,-1,-2,-2,2,0,0,-1,0,2,0,0,0,2,0,-1,0,0,0,2,1,INTJ
53480,-1,0,2,-1,1,0,2,0,-1,0,1,0,1,0,0,-1,0,2,-1,1,0,0,0,-1,1,0,2,0,0,-1,-2,0,2,0,2,2,0,0,1,1,1,0,1,0,0,0,1,0,3,0,0,1,0,0,-1,0,0,-2,1,0,ENTJ
53481,0,0,0,2,-1,1,0,0,-1,-1,-3,-1,1,2,-2,0,-1,-1,0,2,0,0,0,-1,-3,2,1,0,1,-2,1,0,3,0,2,0,-1,-2,1,0,-2,2,-2,-1,-2,0,0,0,2,0,0,-1,-1,-1,-1,-1,0,-2,2,0,ENFJ
53482,0,0,2,-2,0,1,-3,1,3,0,2,-2,-3,0,-2,1,2,1,0,-1,0,1,0,0,-3,1,-2,0,1,0,1,0,-1,0,2,2,0,0,3,-1,0,1,3,0,-3,0,-1,1,2,-1,0,0,0,0,0,0,0,1,-2,1,ISTJ
53483,0,0,3,1,-1,1,1,0,0,1,-1,-1,3,0,-3,-1,-1,0,0,1,0,1,0,0,3,-1,-2,1,1,0,-2,0,-1,0,1,-2,1,-1,0,-1,-3,0,2,-3,0,0,0,0,-1,0,0,0,0,0,2,1,0,-2,0,1,ISFJ
53484,0,0,-1,-1,1,1,2,0,0,0,-3,2,1,1,0,1,2,1,-1,-1,0,2,-1,0,2,2,2,0,3,0,-1,0,0,0,1,2,2,-2,0,1,2,-1,0,0,0,0,1,0,-1,0,0,0,0,0,-2,0,1,0,1,1,ENTJ
53485,0,1,-1,-1,1,2,1,-1,-1,0,-2,1,2,-1,-1,1,1,0,-3,1,0,2,1,0,1,-1,2,1,0,1,-1,0,2,0,2,1,-1,-1,-1,1,1,-1,1,-2,1,0,-1,0,1,0,0,0,-1,0,-1,0,0,-1,0,-1,ENTJ
53486,-1,0,-2,-2,0,1,0,0,-3,0,1,3,0,-1,-1,-1,0,1,-2,-1,0,0,0,0,3,1,3,0,1,-2,-1,0,1,0,2,0,-1,0,3,1,1,-1,2,-2,-1,0,1,0,1,0,0,0,2,0,-1,0,0,-1,-2,0,ENTJ
53487,0,0,1,1,-1,0,0,0,-2,0,-2,0,0,1,-1,-1,-1,0,2,0,0,2,0,0,0,1,0,0,-1,2,2,0,1,0,1,0,0,-3,-1,0,-1,1,1,0,-2,0,-1,0,0,0,0,0,-3,0,1,0,0,0,2,-1,ENFJ
53488,0,0,2,0,-1,1,-2,0,3,0,-3,-1,2,-1,2,0,1,1,2,0,0,3,0,0,1,1,0,1,-1,-2,1,0,-2,0,-1,1,0,0,1,-1,0,-2,-2,1,-1,0,-1,-1,-2,0,0,0,-1,-1,-2,0,0,1,-1,0,ISFP
53489,0,0,-2,-2,2,0,0,0,0,0,-1,-3,1,-2,-1,-1,3,3,0,0,0,0,0,0,-1,3,0,1,1,-1,-1,0,0,0,-2,3,0,1,2,-1,1,-1,-1,0,-1,0,0,-1,1,0,0,0,0,0,1,1,0,3,1,0,ENTJ
53490,0,0,1,3,0,0,-2,0,0,0,3,1,2,2,-2,-2,2,0,-3,1,0,1,0,0,2,0,-1,0,2,2,-1,-1,2,0,2,-1,1,1,1,-2,-1,-2,0,1,-1,0,0,0,1,0,0,0,0,1,1,0,0,2,-1,-1,ENFJ
53491,0,0,-2,-1,-1,2,-1,0,0,0,-1,2,3,0,2,-2,1,0,-1,-1,0,1,1,0,0,2,1,0,1,0,-1,0,1,0,2,2,1,-2,1,0,0,-1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-2,-2,-3,ENTJ
53492,0,0,-2,-1,1,-2,0,0,-1,0,-2,-1,-1,1,-2,0,-1,0,0,0,0,2,0,0,0,1,-1,0,-1,2,2,0,-1,0,2,1,1,0,1,-2,-2,1,0,2,0,0,0,0,-2,0,0,0,-3,0,2,0,0,-1,0,-2,ENFJ
53493,0,0,0,1,-2,-1,-2,0,-1,0,-2,-3,2,-1,0,-2,-3,-1,2,0,0,1,0,0,0,3,-1,0,-3,1,1,0,1,0,0,0,0,-3,0,-1,-2,1,0,-1,-2,1,-3,0,-1,0,0,1,-2,-1,-1,0,0,0,1,-1,ENFJ
53494,0,0,-3,2,2,0,-3,0,1,0,0,1,-1,-2,-1,0,3,-2,1,-2,0,0,0,0,0,0,-2,0,1,-1,-1,0,-1,-1,0,2,-1,0,-1,-1,1,-1,-2,-1,-1,0,1,0,-3,0,0,-1,3,0,-1,0,0,-2,0,0,ESTJ
53495,0,0,-1,3,1,0,-3,0,-1,1,-2,0,2,1,1,1,-1,0,3,-1,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,0,-1,-1,0,-3,-1,0,-1,0,1,-1,-2,0,2,0,0,0,1,0,-1,0,0,3,-2,-2,ENTP
53496,1,0,0,-1,0,0,-1,0,0,0,-2,1,0,-2,-1,0,2,1,0,0,0,0,0,0,2,-2,1,1,-1,0,-1,0,-1,0,-1,0,1,1,-1,-1,3,-2,-2,-2,-1,0,-1,0,-1,0,0,0,1,0,-1,0,0,1,0,-3,ESTJ
53497,0,0,-2,0,0,1,1,0,-1,0,-1,0,-1,-1,-1,2,2,-2,-2,-1,0,1,0,1,-1,0,-1,0,-1,-3,0,0,-1,0,0,0,-1,1,1,2,-1,0,1,3,-2,0,1,0,-2,0,0,0,0,0,0,0,0,-1,1,2,ESTJ
53498,0,-1,-1,-1,0,1,0,0,1,0,0,-1,-1,3,1,-3,1,1,2,2,0,3,0,1,0,0,0,0,1,1,0,0,-2,0,0,2,3,2,3,-1,2,0,-1,1,0,0,-2,0,0,-1,0,0,0,-1,-1,0,0,-1,-2,-1,ISTP
53499,0,-1,3,-1,-1,-1,1,0,3,0,3,-1,-1,-3,2,-2,1,3,0,-1,0,2,0,0,-1,-2,-2,0,2,0,-3,1,-2,1,-2,-1,2,1,1,2,2,0,-1,-2,0,0,2,0,-3,1,1,0,2,0,2,1,1,-2,2,2,ISTJ
53500,0,1,-3,-1,1,-2,1,0,-3,0,0,-1,0,1,-1,-3,2,1,-3,2,1,-2,0,0,0,1,0,0,-1,-3,0,0,0,0,1,-2,3,-1,0,1,2,1,3,-3,2,0,-1,0,0,0,0,0,0,0,0,0,0,2,1,2,ESTP
53501,0,0,-1,2,-1,-1,1,0,1,1,-2,-2,0,-3,0,-1,-2,1,0,1,0,0,0,0,0,-2,-1,0,-3,1,-1,0,-2,0,0,2,3,-1,1,-2,1,-3,-1,1,1,0,-2,0,0,0,-1,0,1,0,-1,1,0,1,2,1,ISFJ
53502,0,0,0,-1,-1,0,3,0,2,0,1,2,-1,-3,1,0,2,1,-2,1,0,0,0,0,2,0,-1,0,0,-2,-1,0,-3,0,-3,3,1,3,-1,0,1,-3,1,-3,2,0,2,1,0,0,0,0,-1,0,0,-1,1,-2,2,2,INFJ
53503,0,0,1,-2,1,0,1,0,0,-1,-1,-2,2,0,1,0,0,1,2,2,0,0,0,0,1,-2,-2,0,1,0,-2,0,-2,0,-1,-2,-1,1,-2,1,1,-1,1,-2,-1,0,-2,0,-1,0,0,0,-2,0,0,0,0,-2,-2,-1,ISTP
53504,0,0,0,0,1,0,-2,0,1,-1,-3,0,-2,-1,-2,-2,2,-2,1,-1,0,1,0,0,-1,-2,-2,0,0,0,-1,0,0,0,0,0,0,1,0,-1,-2,0,-2,-2,-2,0,-2,0,-2,0,0,0,2,0,-1,-1,0,-1,1,0,ESTJ
53505,0,0,1,-1,-1,-2,-2,1,-1,0,0,-1,0,0,1,-1,-1,-1,2,2,0,3,-1,0,1,0,-1,0,0,1,-3,0,-1,0,-1,-1,1,1,1,-1,1,1,1,2,-1,0,0,0,2,0,-1,0,1,0,-2,0,1,-2,-1,-3,ISTP
53506,0,0,1,1,0,-1,-1,-1,-1,0,-2,-2,0,1,-1,0,0,2,1,0,0,-1,-1,1,-2,0,-2,0,-1,2,1,0,1,0,1,-1,-2,-2,2,0,-2,3,1,0,-2,0,-2,0,0,0,-1,1,-1,0,0,0,0,-1,1,-1,ENFJ
53507,1,0,0,0,1,1,-1,0,-2,-1,-2,-1,1,0,-3,0,-1,-1,-2,-3,0,1,0,0,-1,1,0,0,1,1,2,0,2,0,0,0,1,-1,0,-2,-2,-2,0,-1,1,0,1,0,-2,0,0,0,0,-1,-1,0,0,0,-2,1,INFP
53508,1,0,-2,0,2,0,-1,0,1,0,-2,-1,1,0,3,0,-1,2,-1,1,0,-1,0,0,-1,-1,3,0,0,1,1,0,-2,0,2,1,1,-1,2,-3,0,-1,0,1,1,0,0,1,-3,-1,0,0,-1,-1,-1,0,0,1,2,1,ENFP
53509,0,0,0,2,-1,-1,-3,0,-2,0,2,-1,0,0,-1,0,2,-2,-2,-2,0,1,0,1,-1,-2,3,0,-1,0,0,0,-2,0,1,-1,2,-1,0,-3,1,2,2,1,-1,0,1,0,-1,-1,1,0,0,0,1,0,0,0,-3,-1,INTP
53510,0,0,-2,-1,-3,-3,-1,0,2,0,-1,-2,1,-1,0,2,-1,-1,-1,0,0,1,0,1,-1,1,1,0,-2,1,0,0,0,-1,2,0,1,0,3,-1,-1,2,-2,2,-2,-1,0,-1,1,0,0,0,3,0,1,0,0,1,-2,0,INTP
53511,0,0,0,-1,0,0,-3,0,-2,0,0,-2,2,3,-1,0,0,-1,-2,2,0,2,0,0,-2,-2,-3,0,-3,2,1,0,3,1,1,-1,-1,-2,1,-2,-1,1,1,3,0,0,-1,0,1,0,0,1,-1,0,2,0,0,-2,0,-2,ENFJ
53512,0,0,0,0,1,-1,1,0,-1,-1,-1,2,-1,0,-1,-1,0,1,-2,2,0,1,0,0,-2,1,1,0,-2,-1,2,1,2,0,2,-1,2,-2,-1,0,0,2,0,-2,3,0,0,-1,1,0,0,0,2,-1,1,0,0,2,0,0,ESTP
53513,0,0,1,1,0,-1,-2,0,0,0,2,1,2,1,-1,-1,-1,-1,-1,1,0,-2,0,0,-1,1,1,0,1,1,-1,0,0,0,0,-1,1,0,0,2,-1,-2,0,1,0,0,2,0,-1,0,0,0,0,0,1,0,0,2,0,1,ENFJ
53514,0,0,0,0,1,-2,1,0,-2,0,1,-1,1,2,0,2,0,-1,1,-1,0,2,0,0,-3,0,1,0,2,0,2,0,-2,0,1,-1,3,0,1,1,0,0,0,-2,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,1,INTP
53515,0,0,2,2,-2,-1,-1,0,-1,0,0,1,1,-1,1,0,1,-2,1,-2,0,2,0,1,2,0,2,0,-1,-3,1,1,0,-1,0,3,0,-1,2,2,-1,-2,-2,0,2,0,-1,0,0,0,0,0,-1,0,-1,0,0,2,1,-1,ENTP
53516,1,0,0,0,-2,-2,-1,0,1,0,-1,1,1,0,1,-2,1,1,-2,-1,0,0,0,0,0,1,2,0,-3,0,2,0,-1,0,1,-1,1,-1,3,2,-1,-1,-1,2,0,0,-1,0,-2,0,0,0,1,1,3,0,0,1,0,-1,ENTP
53517,-1,0,-1,2,-2,-3,-2,0,-3,0,-1,-2,0,-1,-1,-1,0,-1,2,1,0,2,0,0,0,1,-3,0,-3,3,2,0,1,0,0,-1,0,-2,0,-2,-2,3,1,2,-1,0,-3,0,-2,0,0,0,-2,0,1,0,0,-1,0,0,ENFJ
53518,1,0,0,2,2,-2,-1,0,-2,0,-1,-1,2,0,2,2,-1,-3,-1,-2,0,1,0,0,-1,-2,2,0,2,2,1,0,-1,0,1,1,1,1,1,-2,3,-1,2,1,-3,1,3,0,1,0,0,0,0,0,1,0,-1,2,1,1,INTP
53519,0,0,3,-1,1,2,0,0,0,0,1,0,-2,-3,0,-2,-1,-2,1,-1,0,-1,0,0,0,-1,1,0,-2,1,1,0,1,0,0,-2,1,0,1,2,1,-2,0,0,2,0,-1,0,-1,0,0,-1,2,0,-1,0,0,0,3,-2,ESTP
53520,0,0,-2,1,-1,-1,0,0,3,0,0,1,0,1,1,-1,2,-1,1,0,0,-1,-1,-1,3,2,2,0,-2,0,1,0,-1,0,1,2,2,-2,-1,2,1,0,-2,2,0,0,-1,1,-2,1,0,0,0,0,2,0,0,1,-1,0,ENTP
53521,0,0,-1,3,-2,-1,-2,0,-2,0,0,-1,2,1,-3,3,1,1,3,-1,-1,-3,0,0,0,-1,1,0,-2,0,-3,0,-1,0,2,2,1,-2,2,-2,-3,-1,-1,-2,2,0,0,0,2,0,0,0,3,0,0,0,0,-1,-1,0,ENTP
53522,0,1,0,-2,0,1,1,0,1,0,2,0,-1,1,-2,-1,-2,-1,0,-1,0,-3,0,0,2,-1,-3,0,0,1,-2,0,0,-1,1,2,-1,1,2,-1,0,-1,3,-1,0,0,-1,0,-1,0,0,0,-1,0,-2,0,0,-2,0,0,ESFP
53523,-1,-1,0,0,0,0,-2,0,1,0,2,1,-1,-2,1,0,-2,-1,0,-1,0,-1,0,0,1,-1,0,0,-2,0,1,0,0,0,1,1,-1,1,0,0,0,-2,-1,1,1,0,1,0,1,0,0,0,0,0,3,0,-1,-2,1,0,ESTP
53524,0,0,1,-1,-1,2,0,0,2,0,-2,-1,3,-2,0,0,0,-1,0,0,0,2,0,0,-3,1,0,0,1,0,-2,0,0,0,0,0,-2,1,2,-3,0,1,-2,-2,-3,0,-1,0,1,0,0,0,2,0,1,0,0,1,-3,1,INTP
53525,0,0,-3,0,1,1,0,0,-1,0,-2,1,0,1,-2,-2,-1,-2,0,-1,0,2,0,-1,-1,-2,0,0,1,0,0,1,-1,0,-2,2,0,1,-1,0,1,-1,1,1,-2,0,1,0,-3,0,0,0,3,0,-2,0,0,0,0,-2,ESTJ
53526,0,1,-2,-3,1,0,0,0,-1,0,1,1,-1,-2,1,2,2,-1,0,-1,0,0,0,0,0,2,-3,0,0,-3,-1,0,-1,0,-1,1,-3,0,-2,0,0,-1,-2,1,0,1,-2,0,3,0,0,1,3,0,2,0,0,-2,1,-2,ESTJ
53527,0,0,2,-3,0,0,0,0,0,0,-1,3,2,-1,1,0,0,-1,-1,1,0,1,0,0,-1,-3,0,0,-1,-2,-1,0,2,1,-2,3,1,0,0,2,-2,-1,0,2,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,1,ESTJ
53528,0,0,2,-3,0,1,0,0,-1,0,-1,2,2,1,-1,-1,1,1,-3,1,0,3,0,1,-1,1,-1,0,-1,0,2,0,-2,0,1,-2,-1,-3,-2,-3,-1,-2,0,3,-3,-1,1,0,1,0,0,0,-1,1,1,0,0,-3,2,3,INFP
53529,0,0,1,-2,1,2,-1,1,1,0,2,-1,0,0,2,1,1,2,1,-1,-1,1,0,0,-3,2,-3,0,0,2,1,0,-2,0,2,1,-2,1,1,-1,1,-3,3,3,-3,0,-1,0,1,0,0,0,-1,0,0,0,0,1,-1,1,ISTJ
53530,0,0,2,0,-1,1,0,1,0,-1,1,2,-2,-2,-2,-1,-3,1,0,-1,0,-1,0,-1,0,-3,1,0,0,1,0,0,-1,0,1,-1,-2,0,1,3,1,-2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-2,ESTP
53531,-1,0,1,-2,-3,3,-3,1,2,1,1,2,0,0,-3,-1,-2,-1,-2,-1,0,-2,0,0,2,-1,-1,0,1,2,0,0,-3,0,1,0,-2,3,2,0,1,-1,0,0,-1,0,-2,0,-3,0,0,0,-1,0,0,0,0,-2,0,-1,ESFP
53532,1,0,-2,0,0,1,-1,-1,2,0,-1,1,-2,-3,1,2,1,2,1,2,0,1,0,0,2,0,1,0,-2,1,0,0,2,1,-1,0,-2,1,3,2,0,-2,0,-2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,-2,-2,ESFJ
53533,0,0,3,0,1,-1,1,0,1,-1,1,0,0,1,-1,-2,-1,1,-2,0,1,2,0,0,-3,0,-2,0,3,1,0,-1,1,0,2,2,-1,3,2,0,2,-2,2,0,-2,0,1,0,-1,0,0,0,1,0,1,0,0,2,3,0,ESFJ
53534,0,0,1,0,2,2,-2,0,2,0,0,1,0,1,-1,2,2,1,1,2,0,0,0,0,-2,-2,2,0,0,-3,0,-1,-2,0,-1,-1,-2,-1,0,-2,0,0,-2,-3,-1,0,-2,0,2,0,0,0,-3,0,0,0,1,0,0,1,INFP
53535,0,0,1,-1,-2,2,-1,1,0,0,0,-1,1,0,0,2,2,2,-1,1,0,2,0,0,-2,-1,2,0,1,-1,-1,0,-3,-1,0,-3,-3,-1,1,0,-2,0,-2,2,3,0,-3,0,1,0,0,0,0,0,-1,0,0,-3,3,2,INFP
53536,0,0,2,-1,-2,-2,-3,0,1,0,-1,-1,1,-2,-1,-1,1,1,1,0,0,-2,0,0,-2,0,3,0,2,-1,3,0,2,0,1,0,1,0,0,0,1,0,-2,3,-2,0,2,0,-1,0,0,0,-1,0,1,0,0,1,1,-2,ENTJ
53537,0,0,-1,2,-1,0,-1,-1,-1,0,2,1,-1,-2,0,-3,0,-1,2,-1,0,1,0,0,0,0,2,0,-2,-2,0,0,1,0,-1,1,0,-1,2,1,-2,-2,0,3,1,0,-2,0,-2,1,0,0,2,0,1,0,0,1,-2,0,ENTP
53538,0,0,-2,-2,0,1,-1,0,-1,0,1,1,-2,-1,0,1,2,-2,2,1,0,1,0,0,-2,1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,2,0,-1,1,3,-2,2,0,2,1,-1,0,0,0,0,0,1,0,0,2,-2,-2,ESFJ
53539,0,1,-1,-2,0,2,0,0,-1,0,-1,0,1,0,-2,-1,-1,-2,2,2,0,2,0,-1,0,1,0,0,1,1,-1,0,1,-1,1,0,-1,-1,3,1,-2,3,2,0,-2,0,-1,0,-1,0,0,0,-2,1,1,0,1,-1,2,1,ENFJ
53540,0,0,0,-2,-1,1,2,0,-3,0,-1,2,-1,2,-1,0,1,1,-1,-2,-1,-3,1,0,1,-2,1,1,-1,1,0,0,-3,0,3,2,-1,3,-2,0,1,-2,1,-1,-1,0,-1,0,-2,0,0,-1,-2,-1,-2,0,0,-3,1,0,ESFP
53541,0,0,-1,-1,-1,-1,1,0,1,0,0,1,0,2,2,-2,-1,0,-1,-2,0,-2,0,0,2,0,1,0,-1,2,-1,0,-1,-1,0,0,-1,0,-2,-1,1,0,-1,-1,-2,0,2,-1,1,0,0,0,0,0,-1,0,-1,1,1,2,ESFP
53542,0,0,0,-1,2,-1,1,0,-1,1,0,-1,0,-3,-2,-3,-1,1,0,-1,0,1,0,0,-1,1,0,0,1,-2,0,0,0,0,-1,0,-1,-2,2,2,0,-2,1,-2,-2,0,1,0,0,0,0,0,0,0,-3,0,0,-3,-3,-3,ENTJ
53543,0,0,-3,-1,2,0,-2,-1,-1,0,-1,0,1,2,0,1,-1,2,-1,1,0,-3,0,1,-2,-1,2,-1,1,1,0,0,-1,0,2,2,0,-1,0,-2,-1,-1,-1,1,2,0,0,0,-2,0,0,0,-1,0,-2,0,1,0,2,-1,ENFP
53544,0,0,0,1,2,-1,-1,0,-2,0,0,1,-2,-1,1,-2,2,0,-1,2,0,-1,0,0,-1,3,1,0,1,0,-2,0,1,0,3,-1,1,-2,0,3,1,-1,-1,0,0,0,0,0,1,1,0,0,1,-1,2,0,0,1,-2,-2,ESTP
53545,0,-1,1,1,2,-2,-1,0,0,0,-2,-2,0,2,1,2,-2,0,-2,2,0,-1,0,0,0,-1,1,0,-1,0,-1,0,1,1,1,3,0,-3,2,-2,-2,-3,0,2,1,0,-2,0,-1,1,0,0,-1,0,1,-1,0,0,1,0,ENFP
53546,0,0,-2,0,-1,-1,0,0,-3,0,-3,-1,0,-2,1,-1,0,-2,3,-2,0,1,0,0,0,-2,-2,0,0,0,1,0,1,0,0,-1,0,2,-1,2,0,1,1,3,1,1,1,1,3,-1,0,0,-1,0,-2,0,-1,-1,2,-1,ISFJ
53547,0,-1,1,2,1,-2,2,0,1,0,0,2,1,0,-1,1,2,2,-2,-1,1,-2,0,0,0,0,-2,0,2,1,0,0,0,0,2,-1,1,2,2,0,-3,2,-3,1,-1,0,0,0,-3,0,0,0,-1,-1,0,0,0,0,-3,-1,ENFJ
